텃밭아이디,운영주체,텃밭명,시도코드,시도명,시군구코드,시군구명,주소,실제전체면적,실제분양면적,홈페이지,모집기간,부대시설,신청방법,분양가격,위도좌표,경도좌표,등록일자,수정일자
"764","지자체/주말농장","장안뜰주말농장","9","경기도","132","화성시","경기도 화성시 봉담읍 내리 44","1842","16.5"," "," ","주차장, 화장실","전화","50,000","37.2387234059","126.9355051235","20170123",20170123
"765","지자체/주말농장","왕림주말농원","9","경기도","132","화성시","경기도 화성시 봉담읍 왕림리 30","1000","16.5"," "," ","주차장, 화장실","전화","50,000","37.2001621681","126.9426027731","20170123",20170123
"766","개인","청궁주말농장","9","경기도","132","화성시","경기도 화성시 봉담읍 내리 816","500","16.5"," "," ","주차장, 화장실","전화","50,000","37.2367523144","126.9240209117","20170123",20170123
"767","개인","새말햇살농장","9","경기도","132","화성시","경기도 화성시 봉담읍 동화리 291-1","914","16.5"," "," ","주차장, 화장실","전화","50,000","37.2227494305","126.9593966727","20170123",20170123
"768","개인","기산대우주말농장","9","경기도","132","화성시","경기도 화성시 기산동 414-12","931","16.5"," "," ","주차장, 화장실","전화","50,000","37.2270849336","127.0415837209","20170123",20170123
"769","개인","정원농장","9","경기도","132","화성시","경기도 화성시 정남면 서봉로 869번길 49","727","16.5"," "," ","주차장, 화장실","전화","50,000","37.1547747982","126.9619591966","20170123",20170123
"770","민간단체","웃다리문화촌","9","경기도","129","평택시","경기 평택시 서탄면 용소금각로 438-14 (금각리)","500","17"," "," ","농막, 화장실","전화","70,000","37.0687432938","127.0081860781","20170123",20170123
"771","민간단체","바람새마을","9","경기도","129","평택시","경기도 평택시 고덕면 궁리 496","5000","17"," "," ","수도시설, 화장실","홈페이지 및 내방","70,000","37.0167533069","127.0206400252","20170123",20170123
"772","개인","행복가꿈농장","9","경기도","129","평택시","경기도 평택시 청북면 토진리 172-4","2000","17"," "," ","농막, 수도시설, 화장실","전화, 내방","50,000","37.0401833497","126.9498588275","20170123",20170123
"773","민간단체","글갱이주말농장","9","경기도","129","평택시","경기도 평택시 현덕면 도대리 348-2","200","17"," "," ","수도시설","전화","50","36.96664737","126.9026350728","20170123",20170123
"774","민간단체","행복마을주말농장","9","경기도","129","평택시","경기도 평택시 청북면 고잔리 924","1700","17"," "," ","수도시설, 농막, 화장실","전화, 내방","50,000","37.0464214746","126.8937650531","20170123",20170123
"775","개인","정암주말농장","9","경기도","129","평택시","경기도 평택시 이충동 576","10000","17"," "," ","농막, 화장실, 수도시설","전화, 내방","50,000","37.0550537493","127.0666955515","20170123",20170123
"776","개인","딸기이야기","9","경기도","129","평택시","경기도 평택시 장당길 26-20","1000","24"," "," ","농막, 화장실, 수도시설","전화, 홈페이지, 내방","100,000","37.0501899209","127.0630893992","20170123",20170123
"777","개인","청옥주말농장","9","경기도","129","평택시","경기도 평택시 청북면 옥길리 산 54-1","3300","17"," "," ","농막, 수도시설, 화장실","전화, 내방","50,000","37.0250257445","126.9105621907","20170123",20170123
"778","개인","시흥텃밭지기","9","경기도","114","시흥시","경기도 시흥시 군자로 210-39","3300","미정"," "," ","쉼터","방문","미정","37.3619664678","126.7662663763","20170123",20170123
"779","민간단체","착한농부","9","경기도","114","시흥시","경기도 시흥시 조남동 594-1","2926","미정"," "," ","쉼터","방문","미정","37.3723973298","126.8730171139","20170123",20170123
"780","민간단체","한어울림 도시텃밭 공동체","9","경기도","114","시흥시","경기도 시흥시 방산동 산37-10","4300","미정"," "," "," ","방문","미정","37.4165519756","126.7707916263","20170123",20170123
"781","민간단체","좋은이웃 공공형 주말농장","9","경기도","114","시흥시","경기도 시흥시 정왕동 871-27","8700","미정"," "," ","쉼터","방문","미정","37.3612594812","126.7433808532","20170123",20170123
"782","민간단체","아파트 주말농장 공동체","9","경기도","114","시흥시","경기도 시흥시 정왕동 3-3번지","14850","미정"," "," ","쉼터","방문","미정","37.3701393787","126.7585010006","20170123",20170123
"783","민간단체","정왕동 주민공동체(환영 주말농장)","9","경기도","114","시흥시","경기도 시흥시 정왕동 622번지","4420","미정"," "," ","쉼터","방문","미정","37.3550404098","126.7525942808","20170123",20170123
"784","민간단체","월곶동 주민자취위원회(바다향기 주말농장)","9","경기도","114","시흥시","경기도 시흥시 월곶동 995","5614","미정"," "," ","쉼터","방문","미정","37.3888021316","126.7418099837","20170123",20170123
"785","민간단체","자생화 사랑하는 사람들","9","경기도","114","시흥시","경기도 시흥시 군자동 35-1, 2","5500","미정"," "," ","쉼터","방문","미정","37.3571832607","126.8058054439","20170123",20170123
"786","민간단체","신현동 새마을 협의회","9","경기도","114","시흥시","경기도 시흥시 포동 14, 14-3, 14-5번지","3528","미정"," "," ","쉼터","방문","미정","37.4056851564","126.7838995347","20170123",20170123
"787","민간단체","군자봉 사람들","9","경기도","114","시흥시","경기도 시흥시 군자동 313,313-2번지","1300","미정"," "," ","쉼터","방문","미정","37.3594745562","126.7925295744","20170123",20170123
"788","민간단체","군자진흥원 도시텃밭 공동체","9","경기도","114","시흥시","경기도 시흥시 거모동 1282-5,7번지","2400","미정"," "," ","쉼터","방문","미정","37.3423446911","126.7769398563","20170123",20170123
"789","민간단체","신천동 도시농업추진단","9","경기도","114","시흥시","경기도 시흥시 신천동 262","5475","미정"," "," ","쉼터","방문","미정","37.4342621679","126.7821361045","20170123",20170123
"790","민간단체","여러분농장","9","경기도","114","시흥시","경기도 시흥시 월곶동 425-4번지","16969","미정"," "," ","쉼터","방문","미정","37.3765198328","126.7608695873","20170123",20170123
"791","민간단체","한사람나눔봉사단","9","경기도","114","시흥시","경기도 시흥시 정왕동 107","3300","미정"," "," ","쉼터","방문","미정","37.3722484988","126.7467845333","20170123",20170123
"792","민간단체","시민공동체 텃밭(함줄도시농업공원)","9","경기도","114","시흥시","경기도 시흥시 정왕동 1774-1","1500","미정"," "," ","쉼터","방문","미정","37.3685988164","126.7358282335","20170123",20170123
"793","지자체/체험교육농장, 주말농장","옥길텃밭","9","경기도","97","광명시","경기도 광명시 옥길동 70-6","4290","16.5"," "," ","주차장, 화장실, 농업급수, 쉼터","전화","100,000","37.4729326229","126.8401671004","20170123",20170123
"794","지자체/주말농장","어르신 주말농장","9","경기도","127","이천시","경기도 이천시 관고동 77-11","4000","15"," "," "," ","홈페이지","무료","37.284599699","127.4344430817","20170123",20170123
"795","지자체/주말농장","시민행복농장","9","경기도","120","양주시","경기도 양주시 은현면 682","8800","3"," "," ","화장실, 주차장, 휴게실, 농기구보관함","전화, 팩스","7,000","37.841019818","126.9985185477","20170123",20170123
"796","개인","남경원","9","경기도","120","양주시","경기도 양주시 삼숭동 345","3300","3"," "," "," ","전화","25,000","37.8018238827","127.1017755443","20170123",20170123
"797","지자체/주말농장","무명텃밭(의왕시 월암동)","9","경기도","125","의왕시","경기도 의왕시 월암동 331-5","4200","13"," "," ","주차장, 하우스","전화","무료","37.3106208707","126.9545800562","20170123",20170123
"798","지자체/주말농장","무명텃밭(의왕시 왕곡동)","9","경기도","125","의왕시","경기도 의왕시 왕곡동 84-1","4000","13"," "," ","주차장, 하우스","방문","무료","37.3469627053","126.9949619433","20170123",20170123
"799","지자체/주말농장","무명텃밭(의왕시 청계동)","9","경기도","126","의정부시","경기도 의왕시 청계동 74-1, 2","2600","13"," "," ","하우스","방문","50,000","37.4054978334","127.0256119595","20170123",20170123
"800","개인","어여비주말농장","9","경기도","125","의왕시","경기도 의왕시 이동 551-3","8600","16"," "," ","화장실, 주차장, 바베큐장","방문, 홈페이지","100,000","37.3315860412","126.9649619526","20170123",20170123
"801","개인","하이디농장","9","경기도","125","의왕시","경기도 의왕시 청계동 207-1","15000","10"," "," ","화장실, 쉼터, 원두막 등","방문","100,000","37.3958824217","127.024248974","20170123",20170123
"802","개인","송암농장","9","경기도","125","의왕시","경기도 의왕시 오전동 22-2","3300","33"," "," ","원두막, 쉼터화장실","방문","160,000","37.3667803034","126.9651804035","20170123",20170123
"803","개인","청목농장","9","경기도","125","의왕시","경기도 의왕시 내손동 547-2","2830","33"," "," ","화장실, 원두막","방문","200,000","37.3787724359","126.9925165014","20170123",20170123
"804","개인","오매기농장","9","경기도","125","의왕시","경기도 의왕시 오전동 423-2","9900","33"," "," ","원두막, 쉼터, 화장실","방문","150,000","37.3522238013","126.9844558785","20170123",20170123
"805","개인","샘터주말농장","9","경기도","131","하남시","경기도 하남시 창우동 271-1","3300","10"," "," ","농기구보관창고","방문 및 전화신청","80,000","37.5357794862","127.2297538202","20170123",20170123
"806","개인","사기막골제1","9","경기도","96","과천시","경기도 과천시 문원동 378","4582","17"," "," "," ","유선","15,000","37.4202808844","126.9967058056","20170123",20170123
"807","개인","사기막골제2","9","경기도","96","과천시","경기도 과천시 문원동 374-6","4582","17"," "," "," ","유선","15,000","37.419214114","126.9984229663","20170123",20170123
"808","개인","풍년","9","경기도","96","과천시","경기도 과천시 문원동 378","2208","17"," "," "," ","유선","15,000","37.4202808844","126.9967058056","20170123",20170123
"809","지자체/주말농장","약수터","9","경기도","96","과천시","경기도 과천시 문원동 373-1","3625","17"," "," "," ","유선","15,000","37.4186987356","126.998775435","20170123",20170123
"810","개인","매봉","9","경기도","96","과천시","경기도 과천시 문원동 366","7270","17"," "," "," ","유선","15,000","37.4172462982","126.9993719142","20170123",20170123
"811","개인","자현","9","경기도","96","과천시","경기도 과천시 문원동 219","1641","17"," "," "," ","유선","15,000","37.4243499275","127.0000768235","20170123",20170123
"812","개인","우리","9","경기도","96","과천시","경기도 과천시 막계동 323-1","8145","17"," "," "," ","유선","20,000","37.4351944714","127.0047411461","20170123",20170123
"813","개인","즐거운","9","경기도","96","과천시","경기도 과천시 막계동 323-5","2645","17"," "," "," ","유선","20,000","37.4344736576","127.0047636988","20170123",20170123
"814","개인","옥탑골","9","경기도","96","과천시","경기도 과천시 갈현동 251","2621","17"," "," "," ","유선","15,000","37.407312046","126.9817111109","20170123",20170123
"815","개인","고씨","9","경기도","96","과천시","경기도 과천시 갈현동 300-4","4357","17"," "," "," ","유선","20,000","37.4046592251","126.9803609195","20170123",20170123
"903","개인","햇살가득 파주 주말농장","9","경기도"," "," ","파주시 파주읍 봉암리","9240m²","66m²","http://cafe.naver.com/msdr119"," ","화장실,오두막,주차장","전화","10만원","37.8212161169","126.7956279618","20170329",20170329
"904","개인","햇살가득 파주 주말농장","9","경기도"," "," ","파주시 파주읍 봉암리","9240m²","66m²","http://cafe.naver.com/msdr119"," ","화장실,오두막,주차장","전화","10만원","37.8212161169","126.7956279618","20170329",20170329
"911","민간단체","고양도시농업네트워크 본부농장","9","경기도","95","고양시 일산서구","구산동 1386-2","1200평","120평"," ","2018년 4월중","생태화장실, 휴계시설(넝쿨터널)","전화신청","1만5천/평"," "," ","20180408",20180408
"917","개인","가좌농장","9","경기도","95","고양시 일산서구","경기도 고양시 일산서구 가좌동 891번지","5737","3960"," ","매년 2회(10월 15일~11월 5일, 2월 15일~3월 30일)","생태화장실, 그늘막하우스, 교육장, 관정, 급수시설, 전기, 앰프, 취사시설","문자로 연락처 남기시면 전화드립니다.","200,000원/10평(33제곱미터)"," "," ","20190123",20190123
"961","민간단체","경기도 도시농업농장","9","경기도","122","용인시 기흥구","경기도 용인시 기흥구 영덕동 1099번지","14,975.6m²","12,540m²","http://cafe.daum.net/ggpuafarm"," ","교육장, 농기구창고, 퇴비장, 생태뒷간, 정자, 물탱크"," "," "," "," ","20190418",20190418
"962","개인","우리씨앗농장","9","경기도","97","광명시","경기도 광명시 노온사동 237*15","1,659m²"," "," "," "," "," "," "," "," ","20190418",20190418
"267","지자체/공영주말농장","교동리","9","경기도","134","양평군","경기도 양평군 양서면 부용리 21","8250","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","60000","37.556404995154","127.357408591418","20160119",20170112
"668","민간단체","물빛누리","9","경기도","134","양평군","경기도 양평군 단월면 봉상리 500-2(수미길52번길 2-1)","1000","1000"," "," ","주차장 등","전화예약","6000천원","37.5153417386528","127.648233453084","20160119",20160112
"268","지자체/공영주말농장","부용리","9","경기도","134","양평군","경기도 양평군 양서면 부용리 582-1","11550","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","60000","37.5524828794833","127.336904109363","20160119",20170112
"269","지자체/공영주말농장","수능리","9","경기도","134","양평군","경기도 양평군 서종면 수능리 395","10725","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","60000","37.6000772350564","127.370847033444","20160119",20170112
"275","지자체/공영주말농장","원당역","9","경기도","93","고양시 덕양구","경기도 고양시 덕양구 성사동 469","7425","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","100천원","37.6602414201518","126.849680563916","20160119",20160112
"640","지자체/주말농장","소하시민주말농장","9","경기도","97","광명시","경기도 광명시 소하동 1283번지","16096","16"," "," ","주차장, 화장실, 테이블, 쉼터 등","홈페이지","40천원","37.4551811505965","126.881815029291","20160119",20160112
"641","지자체/주말농장","신촌시민주말농장","9","경기도","97","광명시","경기도 광명시 소하동 1344번지","19114","16"," "," ","주차장, 화장실, 테이블, 쉼터 등","홈페이지","40천원","37.4458325462092","126.894109634704","20160119",20160112
"642","지자체/주말농장","옥길시민주말농장","9","경기도","97","광명시","경기도 광명시 옥길동 259-26번지","6681","16.5"," "," ","주차장, 화장실, 테이블, 쉼터 등","홈페이지","40000","37.4611054869603","126.841617162457","20160119",20170113
"271","지자체/공영주말농장","귀여리","9","경기도","98","광주시","경기도 광주시 남종면 귀여리 393-2","6600","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","60000","37.503599514731","127.325754777507","20160119",20170112
"272","지자체/공영주말농장","도마리","9","경기도","98","광주시","경기도 광주시 퇴촌면 도마리 200","11550","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","60000","37.4669939277336","127.27696918525","20160119",20170112
"270","지자체/공영주말농장","삼성리","9","경기도","98","광주시","경기도 광주시 남종면 삼성리 422","14850","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","60000","37.474045396901","127.274376321961","20160119",20170112
"273","지자체/공영주말농장","지월리","9","경기도","98","광주시","경기도 광주시 초월읍 지월리 680","7425","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","60000","37.4040270213131","127.288332652783","20160119",20170112
"274","지자체/공영주말농장","하번천리","9","경기도","98","광주시","경기도 광주시 남한산성면 하번천리 120","6000","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","60천원","37.4388762655436","127.288160852662","20160119",20160112
"266","지자체/공영주말농장","삼봉리","9","경기도","102","남양주시","경기도 남양주시 조안면 삼봉리 331-3","12375","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","60000","37.5890536999331","127.333100117702","20160119",20170112
"265","지자체/공영주말농장","송촌약수터","9","경기도","102","남양주시","경기도 남양주시 조안면 송촌리 964","6435","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","60000","37.578374539144","127.313463728215","20160119",20170112
"617","지자체/주말농장","와부 텃밭","9","경기도","102","남양주시","경기도 남양주시 와부읍 월문리 371-3","5000","5000"," "," ","없음","읍사무소","무료","37.6084556000335","127.262925406297","20160119",20160112
"613","지자체/주말농장","진건텃밭","9","경기도","102","남양주시","경기도 남양주시 진건읍 진관리 41번지","4500","4500"," "," ","화장실, 급수, 그늘막","읍사무소","무료","37.6495659682868","127.175697093075","20160119",20160112
"614","지자체/주말농장","진접텃밭","9","경기도","102","남양주시","경기도 남양주시 진접읍 내곡리 33-3","1300","1300"," "," ","화장실","읍사무소","무료","37.67915524899784","127.16534378619262","20160119",20160112
"615","지자체/주말농장","호평동 텃밭","9","경기도","102","남양주시","경기도 남양주시 호평동 369-8","800","800"," "," ","없음","동사무소","무료","37.6675980212532","127.248008253348","20160119",20160112
"616","지자체/체험","화도 텃논(밭)","9","경기도","102","남양주시","경기도 남양주시 화도읍 금남리 215-10","3200","3200"," "," ","없음","읍사무소","무료","37.650081460878695 ","127.36469818992897","20160119",20160112
"594","개인","OK주말농장","9","경기도","105","부천시 오정구","경기도 부천시 오정구 고강동 200-9","3203","1550"," "," ","주차장","전화,방문","120천원","37.5312682516239","126.812612696345","20160119",20160112
"595","지자체/주말농장","개나리주말농장","9","경기도","105","부천시 오정구","경기도 부천시 오정구 고강동 187-8","1908","17"," "," ","관수시설","전화,방문","100000","37.531922890716","126.810084286589","20160119",20170112
"591","지자체/주말농장","너른마당주말농장","9","경기도","105","부천시 오정구","경기도 부천시 오정구 고강동 582","31378","17"," "," ","주차장","전화,방문","120000","37.522817531096585","126.8235944244917","20160119",20170112
"574","지자체/주말농장","웰빙주말농장","9","경기도","112","수원시 장안구","경기도 수원시 장안구 상광교동 193","1600","16"," "," ","주차장","전화/방문","80000","37.3292838417288","127.020690085231","20160119",20170112
"572","지자체/시민농장","천천농장","9","경기도","112","수원시 장안구","경기도 수원시 장안구 천천동  388-2","9230","16"," "," ","화장실,주차장","방문","15000","37.2901745680088","126.975462711169","20160119",20170112
"577","지자체/주말농장","크로바농장","9","경기도","112","수원시 장안구","경기도 수원시 장안구 파장동 365-4","4130","32"," "," "," ","방문","50000","37.3206566548648","127.007232938301","20160119",20170112
"576","지자체/주말농장","한솔주말농장","9","경기도","112","수원시 장안구","경기도 수원시 장안구 상광교동 284-1","4000","16"," "," "," ","방문","80000","37.3259025887179","127.014202826948","20160119",20170112
"276","지자체/공영주말농장","논곡동","9","경기도","114","시흥시","경기도 시흥시 논곡동 22-2","11550","16.5"," "," ","그늘막,급수시설,주차장,화장실","홈페이지","80천원","37.4021225469967","126.853386243487","20160119",20160112
"597","지자체/주말농장","단원주말농장","9","경기도","115","안산시 단원구","경기도 안산시 단원구 초지동 747","51,898㎡","16.5㎡"," "," ","주차장,화장실","방문접수","5000","37.3048502705749","126.806165375181","20160119",20170112
"596","지자체/주말농장","신길주말농장","9","경기도","115","안산시 단원구","경기도 안산시 단원구 신길동 1380","37,498","66"," "," ","주차장,화장실","방문접수","20000","37.339394846933","126.761951023259","20160119",20170112
"599","지자체/주말농장","제2화랑주말농장","9","경기도","115","안산시 단원구","경기도 안산시 단원구 초지동 667","3,000㎡","16.5㎡"," "," ","주차장,화장실","방문접수","5000","37.3264858092329","126.813945563735","20160119",20170112
"598","지자체/주말농장","화랑주말농장","9","경기도","115","안산시 단원구","경기도 안산시 단원구 초지동 666-2","5,140㎡","16.5㎡"," "," ","주차장,화장실","방문접수","5천원","37.3203400116949","126.810985802156","20160119",20160112
"603","지자체/주말농장","끝셈무지개농원","9","경기도","116","안산시 상록구","경기도 군포시 부곡동 207-3","3,966㎡","66㎡"," "," ","주차장,화장실","전화연락,방문접수","150,000","37.33722346683353","126.9328932686154","20160119",20170113
"600","지자체/주말농장","나들목주말농장","9","경기도","116","안산시 상록구","경기도 안산시 상록구 양상동 318","56,198㎡","33㎡"," "," ","주차장,화장실","홈페이지신청","80000","37.3407188681324","126.85323032292","20160119",20170112
"601","지자체/주말농장","동막골주말농장","9","경기도","116","안산시 상록구","경기도 안산시 상록구 장상동 341","4,958㎡","16.5㎡"," "," ","주차장,화장실","전화연락,방문접수","60000","37.348727354128","126.880560310533","20160119",20170112
"607","지자체/주말농장","바람들이농장","9","경기도","116","안산시 상록구","경기도 군포시 부곡동  262-1","6,942㎡","16.5㎡"," "," ","주차장,화장실","전화연락,방문접수","100,000","37.3366736876125","126.936206826086","20160119",20170112
"604","지자체/주말농장","서해농장","9","경기도","116","안산시 상록구","경기도 안산시 상록구 건건동  956-2","2,644㎡","33㎡"," "," ","주차장","전화연락,방문접수","130000","37.3047646951837","126.906236036246","20160119",20170112
"589","지자체/주말농장","도시애원두막농장","9","경기도","106","부천시 원미구","경기도 부천시 원미구 역곡동 184-1","2943","17"," "," ","주차장","전화,방문","100000","37.4915820834248","126.805337411874","20160119",20170112
"584","지자체/주말농장","문화동산농장","9","경기도","106","부천시 원미구","경기도 부천시 원미구 상동 529-2","28880","17"," "," ","주차장,화장실,EM저장고","홈페이지","40,000","37.5101644803275","126.746022446885","20160119",20170113
"588","지자체/주말농장","산울림농장","9","경기도","106","부천시 원미구","경기도 부천시 원미구 춘의동 343","8051","17"," "," ","주차장","전화,방문","70000","37.4989514279692","126.806971855316","20160119",20170112
"581","지자체/주말농장     체험교육농장","성남시민농원","9","경기도","109","성남시 중원구","경기도 성남시 중원구 성남동 4823","80000","12"," "," ","화장실,정자,공용농기구","홈페이지","무료","37.4260969878817","127.124210626814","20160119",20170112
"571","지자체/시민농장","고색농장","9","경기도","110","수원시 권선구","경기도 수원시 권선구 고색동  7-175","13000","16"," "," ","화장실,주차장","방문","15000","37.2571710221297","126.984496065455","20160119",20170112
"580","지자체/주말농장","늘푸른주말농장","9","경기도","110","수원시 권선구","경기도 수원시 권선구 호매실동 365-4","640","16"," "," "," ","전화/방문","100000","37.26487169521048","126.9599963777972","20160119",20170112
"570","지자체/시민농장","당수농장","9","경기도","110","수원시 권선구","경기도 수원시 권선구 당수동 434","326555","33"," "," ","화장실,주차장","방문","30000","37.2846369964168","126.942117221511","20160119",20170112
"579","지자체/주말농장","도토리시민농장","9","경기도","110","수원시 권선구","경기도 수원시 권선구 호매실동 919","1560","26"," "," ","주차장","전화/방문","100000","37.2619243812887","126.941966363298","20160119",20170112
"575","지자체/주말농장","광교주말농장","9","경기도","112","수원시 장안구","경기도 수원시 장안구 하광교동 298-1","800","16"," "," "," ","전화/방문","120000","37.3104572780975","127.026338766012","20160119",20170112
"578","지자체/주말농장","들꽃농장","9","경기도","112","수원시 장안구","경기도 수원시 장안구 상광교동 148-2","2600","13"," "," ","화장실, 주차장","전화/방문","110000","37.3270409126595","127.015742627432","20160119",20170112
"573","지자체/주말농장","연꽃주말농장","9","경기도","112","수원시 장안구","경기도 수원시 장안구 하광교동 260","2880","16"," "," "," ","전화/방문","100000","37.3123591713625","127.0245635318","20160119",20170112
"672","개인","산천초목주말농장","9","경기도","94","고양시 일산동구","경기 고양시 일산동구 백석동 1127-2","약 1700평","1400평","www.산천초목.kr","1월 4일부터 ~ 분양완료시까지","주차장, 수세식 화장실, 농장전체 발스프링쿨러설치, 그늘막 휴식공간","전화신청, 방문신청 계약서작성해야함","한구좌 약 5평기준 125,000원 ","37.63107181132354","126.79151858770963","20160119",20160119
"226","지자체/개인","별내주말농장","9","경기도","102","남양주시","남양주시 별내동 2261","2700","33"," "," "," "," ","160,000","37.6855260526981","127.108794794737","20170113",20170113
"236","지자체/개인","곤재농장","9","경기도","126","의정부시","의정부시 낙양동","8250","16.5"," "," ","수도, 화장실"," ","100,000","37.75679648","127.1141104","20170113",20170113
"695","지자체/주말농장","6무텃밭","9","경기도","93","고양시 덕양구","경기도 고양시 대덕동 492-1","6600","33.3"," "," ","농기구 공동사용","이메일, 전화접수","80,000","37.5999430792","126.8556588831","20170120",20170120
"740","개인","산울림농장(역곡동)","9","경기도","106","부천시 원미구","경기도 부천시 원미구 역곡동 186-3","6073","17"," "," ","관수시설","전화","70,000","37.4912048483","126.806300292","20170120",20170120
"753","개인","옥련주말농장","9","경기도","104","부천시 소사구","경기도 부천시 소사구 옥길동 479-5","2949","17"," "," ","관수시설","전화","100,000","37.4714726065","126.8270975116","20170123",20170123
"754","개인","영재네주말농장","9","경기도","104","부천시 소사구","경기도 부천시 오정구 대장동 235-7","6042","17"," "," ","관수시설","전화","60,000","37.5404082827","126.7842943091","20170123",20170123
"755","개인","지연네주말농장","9","경기도","105","부천시 오정구","경기도 부천시 오정구 대장동 304-3","3127","17"," "," ","관수시설","전화","120,000","37.5402489688","126.7878657877","20170123",20170123
"756","개인","OK주말농장","9","경기도","105","부천시 오정구","경기도 부천시 오정구 고강동 200-9","3203","17"," "," ","관수시설","전화","120,000","37.5313025275","126.8126544866","20170123",20170123
"757","개인","도시농업공동체 호미","9","경기도","105","부천시 오정구","경기도 부천시 춘의동 307","400","17"," "," ","관수시설","전화","200,000","37.501894338","126.8107239943","20170123",20170123
"758","지자체/주말농장","월문리 텃밭","9","경기도","102","남양주시","경기도 남양주시 와부읍 월문리 371-3","4600","4600"," "," "," ","읍사무소 접수","30,000","37.6083880141","127.2629019674","20170123",20170123
"759","지자체/주말농장","내곡리 텃밭","9","경기도","102","남양주시","경기도 남양주시 진접읍 내곡리 33-3","1700","1300"," "," "," ","읍사무소 접수","30,000","37.679155249","127.1653437862","20170123",20170123
"760","지자체/주말농장","미루나무 텃밭","9","경기도","102","남양주시","경기도 남양주시 진접읍 내각리 337-10","2000","1700"," "," ","화장실","읍사무소 접수","20,000","37.7022809118","127.1683071516","20170123",20170123
"761","지자체/주말농장","먹골저수시 텃밭","9","경기도","102","남양주시","경기도 남양주시 진건읍 진관리 41","5000","4500"," "," ","화장실","읍사무소 접수","30,000","37.6495122792","127.1758164172","20170123",20170123
"762","지자체/주말농장","가운동텃밭(도농동)","9","경기도","102","남양주시","경기도 남양주시 이패동 589-1","6000","5000"," "," ","화장실","동사무소 접수","30,000","37.6026047339","127.1866544552","20170123",20170123
"763","지자체/주말농장","가운동텃밭(지금동)","9","경기도","102","남양주시","경기도 남양주시 삼패동 527-1","4000","3000"," "," ","화장실","동사무소 접수","30,000","37.6023667662","127.1867218072","20170123",20170123
"191","지자체/시흥시","매화동 주민자치위원회","9","경기도","114","시흥시","시흥시 매화동 332","3300","미정"," "," ","쉼터","방문","미정","37.3979562174195","126.83547150079","20170112",20170112
"192","지자체/시흥시","능곡동주말농장","9","경기도","114","시흥시","시흥시 능곡동 707,708번지","1741"," "," "," "," "," "," ","37.3540192065933","126.791282765197","20151026",20151026
"193","지자체/시흥시","방산동주말농장","9","경기도","114","시흥시","시흥시 방산동 산37-10번지","4500"," "," "," "," "," "," ","37.4165114391038","126.770851929293","20151026",20151026
"194","지자체/시흥시","정왕동주말농장","9","경기도","114","시흥시","시흥시 정왕동871-12","6600"," "," "," "," "," "," ","37.3600102427332","126.7421691903","20151026",20151026
"195","지자체/시흥시","정왕동주말농장","9","경기도","114","시흥시","시흥시 정왕동 3-3","15000"," "," "," "," "," "," ","37.3701252883346","126.758558308662","20151026",20151026
"196","지자체/시흥시","월곶동주말농장","9","경기도","114","시흥시","시흥시 월곶동 425-4","4125"," "," "," "," "," "," ","37.3764080042545","126.760792507267","20151026",20151026
"248","개인","방아깨비텃밭","9","경기도","94","고양시 일산동구","고양시 일산동구 성석동 1300,1304"," "," "," "," "," "," "," ","37.6981615582382","126.788481624903","20151026",20151026
"249","개인","에덴정원","9","경기도","93","고양시 덕양구","고양시 덕양구 고양동 430-1"," "," "," "," "," "," "," ","37.7105115918317","126.898142061384","20151026",20151026
"250","개인","초록이네","9","경기도","93","고양시 덕양구","고양시 덕양구 용두동 544"," "," "," "," "," "," "," ","37.6394381660614","126.879774903454","20151026",20151026
"251","개인","햇님과달님","9","경기도","95","고양시 일산서구","고양시 일산서구 법곳동 1541"," "," "," "," "," "," "," ","37.6663387100768","126.715619441555","20151026",20151026
"252","개인","도촌주말농장","9","경기도","94","고양시 일산동구","고양시 일산동구 산황동 844"," "," "," "," "," "," "," ","37.6556893401276","126.806180049229","20151026",20151026
"253","개인","원당텃밭","9","경기도","93","고양시 덕양구","고양시 덕양구 성사동 471"," "," "," "," "," "," "," ","37.6580416717573","126.846378976617","20151026",20151026
"254","개인","찬우물농장","9","경기도","93","고양시 덕양구","고양시 덕양구 대장동 563-6"," "," "," "," "," "," "," ","37.6331706322923","126.823658803007","20151026",20151026
"255","개인","원빈주말농장","9","경기도","93","고양시 덕양구","고양시 덕양구 도내동 822-4"," "," "," "," "," "," "," ","37.6256435362379","126.853886496985","20151026",20151026
"256","개인","동민주말농장","9","경기도","94","고양시 일산동구","고양시 일산동구 지영동 504"," "," "," "," "," "," "," ","37.7280663916493","126.829733626002","20151026",20151026
